2025-07-11 23:32:31,266 - INFO - Connecting to 149.154.167.51:443/TcpFull...
2025-07-11 23:32:33,407 - INFO - Connection to 149.154.167.51:443/TcpFull complete!
2025-07-11 23:32:53,658 - INFO - Phone migrated to 4
2025-07-11 23:32:53,767 - INFO - Reconnecting to new data center 4
2025-07-11 23:32:53,909 - INFO - Disconnecting from 149.154.167.51:443/TcpFull...
2025-07-11 23:32:53,913 - INFO - Disconnection from 149.154.167.51:443/TcpFull complete!
2025-07-11 23:32:53,915 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:32:55,550 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:33:51,834 - INFO - Scraped 0 text messages from https://t.me/CheMed123
2025-07-11 23:33:52,812 - INFO - Scraped 0 text messages from https://t.me/lobelia4cosmetics
2025-07-11 23:37:11,736 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:37:11,850 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:37:13,331 - INFO - Scraped 0 text messages from https://t.me/CheMed123
2025-07-11 23:37:13,782 - INFO - Scraped 0 text messages from https://t.me/lobelia4cosmetics
2025-07-11 23:37:14,692 - INFO - Scraped 58 text messages from https://t.me/tikvahpharma
2025-07-11 23:37:14,693 - INFO - Disconnecting from 149.154.167.91:443/TcpFull...
2025-07-11 23:37:14,694 - INFO - Disconnection from 149.154.167.91:443/TcpFull complete!
2025-07-11 23:37:30,926 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:37:31,149 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:37:32,237 - INFO - Scraped 0 text messages from https://t.me/CheMed123
2025-07-11 23:37:32,813 - INFO - Scraped 0 text messages from https://t.me/lobelia4cosmetics
2025-07-11 23:37:33,631 - INFO - Scraped 58 text messages from https://t.me/tikvahpharma
2025-07-11 23:37:33,633 - INFO - Disconnecting from 149.154.167.91:443/TcpFull...
2025-07-11 23:37:33,635 - INFO - Disconnection from 149.154.167.91:443/TcpFull complete!
2025-07-11 23:46:56,420 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:46:56,526 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:46:57,985 - INFO - Scraped 76 messages (including media metadata) from https://t.me/CheMed123
2025-07-11 23:46:58,494 - INFO - Scraped 100 messages (including media metadata) from https://t.me/lobelia4cosmetics
2025-07-11 23:46:59,320 - INFO - Scraped 100 messages (including media metadata) from https://t.me/tikvahpharma
2025-07-11 23:46:59,322 - INFO - Disconnecting from 149.154.167.91:443/TcpFull...
2025-07-11 23:46:59,323 - INFO - Disconnection from 149.154.167.91:443/TcpFull complete!
2025-07-11 23:49:08,083 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:49:08,189 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:50:49,328 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:50:49,429 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:50:50,697 - INFO - Scraped 76 messages (including media metadata) from https://t.me/CheMed123
2025-07-11 23:50:51,095 - INFO - Scraped 100 messages (including media metadata) from https://t.me/lobelia4cosmetics
2025-07-11 23:50:51,795 - INFO - Scraped 100 messages (including media metadata) from https://t.me/tikvahpharma
2025-07-11 23:50:51,797 - INFO - Disconnecting from 149.154.167.91:443/TcpFull...
2025-07-11 23:50:51,798 - INFO - Disconnection from 149.154.167.91:443/TcpFull complete!
2025-07-11 23:50:55,610 - INFO - Connecting to 149.154.167.91:443/TcpFull...
2025-07-11 23:50:55,725 - INFO - Connection to 149.154.167.91:443/TcpFull complete!
2025-07-11 23:50:55,986 - INFO - User is already connected!
2025-07-11 23:50:56,723 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:50:57,919 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:00,367 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:01,730 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:03,019 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:05,185 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:06,829 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:07,730 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:09,792 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:11,487 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:13,450 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:14,914 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:15,704 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:16,765 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:18,512 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:20,294 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:22,945 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:25,097 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:26,837 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:28,130 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:29,963 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:30,942 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:32,219 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:34,896 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:37,364 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:39,131 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:40,346 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:41,839 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:42,714 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:45,564 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:47,455 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:48,856 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:50,162 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:51,102 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:52,004 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:54,271 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:55,796 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:57,361 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:51:58,423 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:52:00,071 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 23:52:01,759 - INFO - Starting direct file download in chunks of 131072 at 0, stride 131072
